incident_type_primary,address_1,city,state,latitude,longitude,hour_of_day,day_of_week,parent_incident_type
THEFT BICYCLE UNDER $5000,900 Block YATES ST,VICTORIA,BC,48.4256248,-123.3588451,11,Thursday,Theft
COLLISION-DAMAGE OVER $1000,FERNWOOD RD & YATES ST,VICTORIA,BC,48.4245204,-123.3455135,0,Monday,Traffic
BYLAW-NOISE,800 Block CRAIGFLOWER RD,VICTORIA,BC,48.4399075,-123.3942598,23,Sunday,Other
TRAFFIC-OTHER MOVING PROV,500 Block ADMIRALS RD,VICTORIA,BC,48.428417,-123.417406,22,Sunday,Traffic
BYLAW-NOISE,2900 Block CEDAR HILL RD,VICTORIA,BC,48.442492,-123.3461285,22,Sunday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,600 Block FISGARD ST,VICTORIA,BC,48.4293987,-123.3664984,17,Sunday,Other
THEFT BICYCLE UNDER $5000,800 Block LINDEN AVE,VICTORIA,BC,48.420291,-123.3513163,14,Sunday,Theft
THEFT OF AUTO UNDER $5000,DOUGLAS ST & SIMCOE ST,VICTORIA,BC,48.412436,-123.3678559,4,Saturday,Theft of Vehicle
COLLISION-NON-FATAL INJURY,CHATHAM ST & DOUGLAS ST,VICTORIA,BC,48.4311004,-123.3645526,20,Sunday,Traffic
THEFT FROM MV UNDER $5000,900 Block MASON ST,VICTORIA,BC,48.4280788,-123.3576946,19,Saturday,Theft from Vehicle
THEFT-OTHER UNDER $5000,600 Block QUEENS AVE,VICTORIA,BC,48.43420609,-123.365923,16,Wednesday,Theft
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504412,-123.3652189,15,Wednesday,Theft
BREAK & ENTER-RESIDENCE,1600 Block QUADRA ST,VICTORIA,BC,48.42831523,-123.3589647,15,Wednesday,Breaking & Entering
LIQUOR-INTOX IN PUBLIC PLACE,900 Block BALMORAL RD,VICTORIA,BC,48.42886708,-123.3565051,20,Friday,Liquor
BREAK & ENTER-OTHER,3100 Block SHELBOURNE ST,VICTORIA,BC,48.44759025,-123.3331848,15,Friday,Breaking & Entering
TRAFFIC-OTHER MOVING PROV,600 Block BATTERY ST,VICTORIA,BC,48.41132343,-123.3723226,20,Friday,Traffic
CAUSE A DISTURBANCE,1100 Block KINGS RD,VICTORIA,BC,48.43819376,-123.3526096,17,Monday,Disorder
BYLAW-NOISE,1400 Block BAY ST,VICTORIA,BC,48.43432932,-123.341625,23,Saturday,Other
VEHICLE,GORGE RD E & HARRIET RD,VICTORIA,BC,48.44390441,-123.3904882,3,Tuesday,Vehicle Stop
THEFT-OTHER UNDER $5000,1600 Block GOVERNMENT ST,VICTORIA,BC,48.4287959,-123.367274,22,Monday,Theft
THEFT-SHOPLIFTING UNDER $5000,DOUGLAS ST & PRINCESS AVE,VICTORIA,BC,48.4334277,-123.3646357,11,Monday,Theft
THEFT FROM MV UNDER $5000,400 Block HEAD ST,VICTORIA,BC,48.4261306,-123.3981701,9,Monday,Theft from Vehicle
MISCHIEF $5000 OR UNDER,1100 Block YATES ST,VICTORIA,BC,48.4251042,-123.3534407,9,Monday,Property Crime
MISCHIEF $5000 OR UNDER,300 Block WATERFRONT CRES,VICTORIA,BC,48.4401923,-123.3789218,8,Saturday,Property Crime
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block CONDOR AVE,VICTORIA,BC,48.4377235,-123.4044883,8,Tuesday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,ST CHARLES ST & MAUD ST,VICTORIA,BC,48.4247154,-123.3390961,6,Tuesday,Other
THEFT FROM MV UNDER $5000,1600 Block OAKLAND AVE,VICTORIA,BC,48.4462875,-123.3400851,13,Monday,Theft from Vehicle
THEFT BICYCLE UNDER $5000,BLANSHARD ST & BAY ST,VICTORIA,BC,48.4354968,-123.3628512,19,Tuesday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block PANDORA AVE,VICTORIA,BC,48.42734512,-123.3565901,21,Wednesday,Other
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558112,-123.3650541,20,Wednesday,Theft
VEHICLE,700 Block QUEENS AVE,VICTORIA,BC,48.43407261,-123.3630965,16,Monday,Vehicle Stop
FALSE ALARMS,900 Block YATES ST,VICTORIA,BC,48.4256248,-123.3588451,0,Tuesday,Alarm
COLLISION-DAMAGE OVER $1000,QUADRA ST & YATES ST,VICTORIA,BC,48.4256619,-123.3592478,0,Tuesday,Traffic
THEFT-OTHER UNDER $5000,1600 Block FORT ST,VICTORIA,BC,48.42760613,-123.3349864,16,Sunday,Theft
TRAFFIC-OTHER MOVING PROV,300 Block ROBERT ST,VICTORIA,BC,48.4295589,-123.3888071,10,Monday,Traffic
MISCHIEF $5000 OR UNDER,2500 Block PRIOR ST,VICTORIA,BC,48.4352459,-123.3534809,11,Tuesday,Property Crime
LIQUOR-INTOX IN PUBLIC PLACE,1900 Block RICHMOND RD,VICTORIA,BC,48.42967566,-123.3301469,18,Sunday,Liquor
THEFT BICYCLE UNDER $5000,500 Block DALTON ST,VICTORIA,BC,48.43134381,-123.3909114,19,Sunday,Theft
THEFT FROM MV UNDER $5000,1300 Block ESQUIMALT RD,VICTORIA,BC,48.42970248,-123.4210922,16,Sunday,Theft from Vehicle
THEFT-OTHER UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504412,-123.3652189,17,Sunday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block BURDETT AVE,VICTORIA,BC,48.42188255,-123.3617524,18,Sunday,Other
THEFT FROM MV UNDER $5000,700 Block CALEDONIA AVE,VICTORIA,BC,48.4310885,-123.3644266,11,Tuesday,Theft from Vehicle
THEFT BICYCLE UNDER $5000,1200 Block GOVERNMENT ST,VICTORIA,BC,48.4258565,-123.3679504,5,Tuesday,Theft
THEFT-SHOPLIFTING UNDER $5000,2900 Block DOUGLAS ST,VICTORIA,BC,48.4424191,-123.3696346,17,Monday,Theft
THEFT-OTHER UNDER $5000,1500 Block BLANSHARD ST,VICTORIA,BC,48.4280458,-123.3617998,10,Monday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,400 Block FRASER ST,VICTORIA,BC,48.42493783,-123.4154156,13,Sunday,Other
TRAFFIC-OTHER MOVING PROV,100 Block COOK ST,VICTORIA,BC,48.41085544,-123.3575115,15,Friday,Traffic
TRAFFIC-INSURANCE VIOLATION,BAY ST & BRIDGE ST,VICTORIA,BC,48.43542716,-123.3726026,10,Wednesday,Traffic
THEFT FROM MV UNDER $5000,800 Block CRAIGFLOWER RD,VICTORIA,BC,48.44032772,-123.3964891,16,Sunday,Theft from Vehicle
THEFT-OTHER UNDER $5000,900 Block YATES ST,VICTORIA,BC,48.4256248,-123.3588451,16,Monday,Theft
THEFT-OTHER UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.4256222,-123.3654926,1,Monday,Theft
THEFT BICYCLE UNDER $5000,200 Block ST ANDREWS ST,VICTORIA,BC,48.4132929,-123.3690628,0,Thursday,Theft
THEFT-SHOPLIFTING UNDER $5000,1300 Block DOUGLAS ST,VICTORIA,BC,48.4263754,-123.3649513,22,Wednesday,Theft
BYLAW-NOISE,200 Block SIMCOE ST,VICTORIA,BC,48.4188321,-123.3812086,20,Wednesday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,2000 Block CAMERON ST,VICTORIA,BC,48.4317575,-123.3508492,18,Wednesday,Other
THEFT OTHER VEHICLE U/$5000,2500 Block BLACKWOOD ST,VICTORIA,BC,48.4351569,-123.352656,18,Wednesday,Theft of Vehicle
MISCHIEF $5000 OR UNDER,500 Block BELLEVILLE ST,VICTORIA,BC,48.420869,-123.371124,16,Wednesday,Property Crime
MISCHIEF $5000 OR UNDER,800 Block YATES ST,VICTORIA,BC,48.4259973,-123.3619478,16,Wednesday,Property Crime
DRIVING COMPLAINTS,2600 Block QUADRA ST,VICTORIA,BC,48.4374983,-123.3586962,15,Wednesday,Traffic
THEFT FROM MV UNDER $5000,1800 Block DOUGLAS ST,VICTORIA,BC,48.4303106,-123.3645365,15,Wednesday,Theft from Vehicle
LIQUOR-CONSUME IN PUBLIC PLACE,200 Block MENZIES ST,VICTORIA,BC,48.4157854,-123.3736819,15,Wednesday,Liquor
MISCHIEF $5000 OR UNDER,2300 Block TRENT ST,VICTORIA,BC,48.43298969,-123.3238871,15,Tuesday,Property Crime
COLLISION-DAMAGE UNDER $1000,JOHNSON ST & BROAD ST,VICTORIA,BC,48.42735506,-123.3660347,15,Tuesday,Traffic
THEFT-SHOPLIFTING UNDER $5000,100 Block WILSON ST,VICTORIA,BC,48.43252485,-123.3814003,16,Tuesday,Theft
THEFT BICYCLE UNDER $5000,1400 Block ROCKLAND AVE,VICTORIA,BC,48.419981,-123.3405427,16,Tuesday,Theft
VEHICLE,100 Block MARY ST,VICTORIA,BC,48.4328695,-123.3860092,3,Friday,Vehicle Stop
THEFT-SHOPLIFTING UNDER $5000,100 Block WILSON ST,VICTORIA,BC,48.43252485,-123.3814003,11,Tuesday,Theft
THEFT FROM MV UNDER $5000,300 Block JOHN ST,VICTORIA,BC,48.4356299,-123.3761875,14,Wednesday,Theft from Vehicle
SUSPICIOUS PERS/VEH/OCCURRENCE,300 Block COOK ST,VICTORIA,BC,48.4146999,-123.3564754,13,Wednesday,Other
FALSE ALARMS,1000 Block DOUGLAS ST,VICTORIA,BC,48.4240943,-123.3657372,11,Wednesday,Alarm
THEFT FROM MV UNDER $5000,100 Block WILSON ST,VICTORIA,BC,48.4316453,-123.3797182,10,Wednesday,Theft from Vehicle
TRAFFIC-INSURANCE VIOLATION,1200 Block QUADRA ST,VICTORIA,BC,48.4248779,-123.3595268,9,Wednesday,Traffic
THEFT BICYCLE UNDER $5000,1000 Block PRINCESS AVE,VICTORIA,BC,48.4329014,-123.3547931,8,Wednesday,Theft
THEFT BICYCLE UNDER $5000,2800 Block FIFTH ST,VICTORIA,BC,48.4416139,-123.3584248,20,Tuesday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,ELLERY ST & LAMPSON ST,VICTORIA,BC,48.4372718,-123.4024728,14,Tuesday,Liquor
TRAFFIC-INSURANCE VIOLATION,3400 Block SAANICH RD,VICTORIA,BC,48.4527879,-123.3753479,13,Tuesday,Traffic
LIQUOR-CONSUME IN PUBLIC PLACE,1000 Block TILLICUM RD,VICTORIA,BC,48.4421831,-123.4022939,12,Tuesday,Liquor
THEFT OF AUTO OVER $5000,1200 Block RUDLIN ST,VICTORIA,BC,48.42634253,-123.3500347,9,Wednesday,Theft of Vehicle
DRIVING COMPLAINTS,QUADRA ST & PANDORA AVE,VICTORIA,BC,48.42749571,-123.3590105,16,Thursday,Traffic
MISCHIEF $5000 OR UNDER,1700 Block BAY ST,VICTORIA,BC,48.4339253,-123.3332702,8,Tuesday,Property Crime
SUSPICIOUS PERS/VEH/OCCURRENCE,CHOWN PL,VICTORIA,BC,48.4454286,-123.3865708,17,Monday,Other
BREAK & ENTER-OTHER,100 Block SIMCOE ST,VICTORIA,BC,48.41945502,-123.3823936,7,Sunday,Breaking & Entering
BREAK & ENTER-BUSINESS,1600 Block OAK BAY AVE,VICTORIA,BC,48.42652323,-123.3353173,3,Sunday,Breaking & Entering
BYLAW-NOISE,1600 Block COOK ST,VICTORIA,BC,48.42807147,-123.3531762,13,Monday,Other
MISCHIEF $5000 OR UNDER,700 Block FAIRVIEW RD,VICTORIA,BC,48.43654758,-123.3989915,0,Tuesday,Property Crime
POSSESSION-HEROIN,1400 Block GOVERNMENT ST,VICTORIA,BC,48.4275175,-123.367232,14,Monday,Drugs
MISCHIEF $5000 OR UNDER,DONCASTER DR & HILLSIDE AVE,VICTORIA,BC,48.4437587,-123.338242,12,Monday,Property Crime
THEFT-OTHER OVER $5000,700 Block DOMINION RD,VICTORIA,BC,48.4361115,-123.3939522,11,Monday,Theft
THEFT-OTHER UNDER $5000,SAGHALIE RD,VICTORIA,BC,48.42893,-123.379661,11,Monday,Theft
BREAK & ENTER-OTHER,100 Block CROFT ST,VICTORIA,BC,48.4146941,-123.3771157,8,Saturday,Breaking & Entering
THEFT-OTHER UNDER $5000,3100 Block DOUGLAS ST,VICTORIA,BC,48.4451792,-123.371237,22,Friday,Theft
TRAFFIC-INSURANCE VIOLATION,600 Block JOHNSON ST,VICTORIA,BC,48.4274456,-123.3666086,9,Thursday,Traffic
LIQUOR-CONSUME IN PUBLIC PLACE,1100 Block WHARF ST,VICTORIA,BC,48.425521,-123.3698859,19,Wednesday,Liquor
LIQUOR-CONSUME IN PUBLIC PLACE,FRASER ST & LYALL ST,VICTORIA,BC,48.4280507,-123.4135551,13,Wednesday,Liquor
BREAK & ENTER-RESIDENCE,400 Block CECELIA RD,VICTORIA,BC,48.4452364,-123.3797588,11,Wednesday,Breaking & Entering
COLLISION-NON-FATAL INJURY,COOK ST & FAIRFIELD RD,VICTORIA,BC,48.41800741,-123.3553582,17,Wednesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,1700 Block BAY ST,VICTORIA,BC,48.4339253,-123.3332702,11,Wednesday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,600 Block ADMIRALS RD,VICTORIA,BC,48.4299531,-123.416982,9,Wednesday,Other
CAUSE A DISTURBANCE,600 Block FORT ST,VICTORIA,BC,48.4249017,-123.3677932,9,Wednesday,Disorder
ARSON-PROPERTY,800 Block CARRIE ST,VICTORIA,BC,48.43811945,-123.3958009,4,Thursday,Arson
POSSESSION-CANNABIS 30G & UNDR,1600 Block HILLSIDE AVE,VICTORIA,BC,48.4447362,-123.3357532,13,Wednesday,Drugs
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block GORGE RD E,VICTORIA,BC,48.44032956,-123.3724651,11,Tuesday,Other
THEFT-OTHER UNDER $5000,800 Block ESQUIMALT RD,VICTORIA,BC,48.43162432,-123.3979129,21,Tuesday,Theft
COLLISION-NON-FATAL INJURY,QUADRA ST & PANDORA AVE,VICTORIA,BC,48.42749571,-123.3590105,20,Saturday,Traffic
THEFT-SHOPLIFTING UNDER $5000,3100 Block DOUGLAS ST,VICTORIA,BC,48.4451792,-123.371237,11,Tuesday,Theft
MISCHIEF $5000 OR UNDER,1300 Block DOUGLAS ST,VICTORIA,BC,48.4263754,-123.3649513,0,Friday,Property Crime
MISCHIEF $5000 OR UNDER,DOUGLAS ST & BROUGHTON ST,VICTORIA,BC,48.4238549,-123.3655555,23,Thursday,Property Crime
LIQUOR-INTOX IN PUBLIC PLACE,DOUGLAS ST & HUMBOLDT ST,VICTORIA,BC,48.4221933,-123.3660079,23,Thursday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block JOHNSON ST,VICTORIA,BC,48.426687,-123.358518,22,Thursday,Other
LIQUOR-INTOX IN PUBLIC PLACE,BLANSHARD ST & HILLSIDE AVE,VICTORIA,BC,48.4388664,-123.3631933,18,Thursday,Liquor
THEFT BICYCLE UNDER $5000,1500 Block PANDORA AVE,VICTORIA,BC,48.4265546,-123.3380811,17,Thursday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,FOUL BAY RD & BEAVEN ST,VICTORIA,BC,48.4140735,-123.327868,17,Thursday,Other
THEFT BICYCLE UNDER $5000,2400 Block WARK ST,VICTORIA,BC,48.43472,-123.3596232,13,Thursday,Theft
THEFT BICYCLE UNDER $5000,900 Block PANDORA AVE,VICTORIA,BC,48.4275309,-123.3590024,13,Thursday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block CONSTANCE AVE,VICTORIA,BC,48.42855852,-123.4181862,22,Wednesday,Other
TRAFFIC-INSURANCE VIOLATION,300 Block OSWEGO ST,VICTORIA,BC,48.41899741,-123.3770227,21,Wednesday,Traffic
THEFT FROM MV UNDER $5000,1600 Block CHANDLER AVE,VICTORIA,BC,48.4148891,-123.3370503,12,Thursday,Theft from Vehicle
DRIVING COMPLAINTS,MENZIES ST & SUPERIOR ST,VICTORIA,BC,48.4180649,-123.3724144,11,Thursday,Traffic
TRAFFIC-OTHER MOVING PROV,SOUTHGATE ST & DOUGLAS ST,VICTORIA,BC,48.41849689,-123.3655836,14,Friday,Traffic
THEFT BICYCLE UNDER $5000,700 Block YATES ST,VICTORIA,BC,48.4263013,-123.3646043,10,Thursday,Theft
THEFT FROM MV UNDER $5000,400 Block CHADWICK PL,VICTORIA,BC,48.4163547,-123.325565,8,Thursday,Theft from Vehicle
SUSPICIOUS PERS/VEH/OCCURRENCE,FERNWOOD RD & PANDORA AVE,VICTORIA,BC,48.4268254,-123.3453552,4,Thursday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,2600 Block SCOTT ST,VICTORIA,BC,48.436292,-123.3350292,2,Thursday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,300 Block ST LAWRENCE ST,VICTORIA,BC,48.421864,-123.382881,1,Thursday,Other
DRIVING COMPLAINTS,400 Block JOHNSON ST,VICTORIA,BC,48.4277443,-123.3694249,22,Wednesday,Traffic
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504412,-123.3652189,16,Wednesday,Theft
MISCHIEF $5000 OR UNDER,700 Block JOHNSON ST,VICTORIA,BC,48.42701445,-123.3632202,20,Wednesday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.4244596,-123.3654238,18,Wednesday,Theft
TRAFFIC-OTHER NON-MOVE PROV,PAUL KANE PL,VICTORIA,BC,48.42722746,-123.380884,21,Friday,Traffic
MISCHIEF $5000 OR UNDER,100 Block GORGE RD E,VICTORIA,BC,48.4434604,-123.3861793,11,Wednesday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.4244596,-123.3654238,14,Tuesday,Theft
THEFT-OTHER UNDER $5000,500 Block CECELIA RD,VICTORIA,BC,48.44295966,-123.3748834,10,Sunday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,100 Block GORGE RD E,VICTORIA,BC,48.44332349,-123.3848514,20,Saturday,Other
COLLISION-DAMAGE OVER $1000,DISCOVERY ST & DOUGLAS ST,VICTORIA,BC,48.4319426,-123.3645822,13,Tuesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,BAY ST & WILSON ST,VICTORIA,BC,48.43285437,-123.3823266,11,Friday,Other
215 DRUG,RICHMOND RD & BAY ST,VICTORIA,BC,48.4336205,-123.3292182,15,Monday,Traffic
ASSAULT-W/WEAPON OR CBH,GOVERNMENT ST & FORT ST,VICTORIA,BC,48.42490068,-123.3677905,23,Monday,Assault with Deadly Weapon
CYCLIST,300 Block GORGE RD E,VICTORIA,BC,48.44239372,-123.3778843,2,Friday,Vehicle Stop
COLLISION-DAMAGE OVER $1000,SPRING RD & WALNUT ST,VICTORIA,BC,48.433729,-123.347342,18,Sunday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,1000 Block DOUGLAS ST,VICTORIA,BC,48.4240943,-123.3657372,14,Monday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,700 Block JOHNSON ST,VICTORIA,BC,48.4272052,-123.3645904,14,Monday,Other
COLLISION-DAMAGE OVER $1000,400 Block BURNSIDE RD E,VICTORIA,BC,48.4471466,-123.3789423,16,Thursday,Traffic
POSSESSION-METHAMPHETAMINE,700 Block YATES ST,VICTORIA,BC,48.4263013,-123.3646043,16,Tuesday,Drugs
MISCHIEF $5000 OR UNDER,1100 Block RENO ST,VICTORIA,BC,48.4371849,-123.3917563,1,Saturday,Property Crime
SUSPICIOUS PERS/VEH/OCCURRENCE,300 Block GORGE RD E,VICTORIA,BC,48.4427328,-123.3788659,22,Friday,Other
COLLISION-DAMAGE UNDER $1000,HILLSIDE AVE & SHELBOURNE ST,VICTORIA,BC,48.445594,-123.3333805,19,Friday,Traffic
THEFT-SHOPLIFTING UNDER $5000,800 Block ESQUIMALT RD,VICTORIA,BC,48.4286885,-123.4316231,18,Friday,Theft
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.4244596,-123.3654238,18,Friday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,COOK ST & NORTH PARK ST,VICTORIA,BC,48.4295556,-123.3529902,18,Friday,Other
THEFT BICYCLE UNDER $5000,800 Block BROUGHTON ST,VICTORIA,BC,48.4234662,-123.362264,17,Friday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,1500 Block HILLSIDE AVE,VICTORIA,BC,48.44337406,-123.3390917,10,Friday,Other
THEFT BICYCLE UNDER $5000,700 Block COOK ST,VICTORIA,BC,48.42032082,-123.3548241,20,Thursday,Theft
COLLISION-DAMAGE UNDER $1000,1600 Block HILLSIDE AVE,VICTORIA,BC,48.4447362,-123.3357532,17,Friday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,2500 Block VANCOUVER ST,VICTORIA,BC,48.4354096,-123.3558968,14,Friday,Other
TRAFFIC-INSURANCE VIOLATION,1400 Block PEMBROKE ST,VICTORIA,BC,48.4314327,-123.3419556,10,Friday,Traffic
THEFT-OTHER UNDER $5000,FORT ST & DOUGLAS ST,VICTORIA,BC,48.4246439,-123.3653604,16,Thursday,Theft
COLLISION-DAMAGE OVER $1000,BURNSIDE RD E & BALFOUR AVE,VICTORIA,BC,48.4483466,-123.3823988,16,Thursday,Traffic
COLLISION-DAMAGE OVER $1000,FERNWOOD RD & JOHNSON ST,VICTORIA,BC,48.4254556,-123.3454397,16,Thursday,Traffic
MISCHIEF $5000 OR UNDER,DOUGLAS ST & FINLAYSON ST,VICTORIA,BC,48.44504203,-123.3708534,21,Thursday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.4244596,-123.3654238,15,Thursday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block PANDORA AVE,VICTORIA,BC,48.42736519,-123.358478,18,Wednesday,Other
POSSESSION-COCAINE,1500 Block AMELIA ST,VICTORIA,BC,48.42809,-123.3604038,9,Thursday,Drugs
SUSPICIOUS PERS/VEH/OCCURRENCE,100 Block WILSON ST,VICTORIA,BC,48.4316453,-123.3797182,9,Thursday,Other
THEFT-OTHER UNDER $5000,900 Block YATES ST,VICTORIA,BC,48.4257208,-123.3592836,9,Thursday,Theft
DRIVING COMPLAINTS,GOVERNMENT ST & BELLEVILLE ST,VICTORIA,BC,48.42061933,-123.3689731,9,Wednesday,Traffic
TRAFFIC-OTHER MOVING PROV,BAY ST & TYEE RD,VICTORIA,BC,48.43381401,-123.3806541,10,Wednesday,Traffic
COLLISION-NON-FATAL INJURY,400 Block JOHNSON ST,VICTORIA,BC,48.42810604,-123.3708504,12,Wednesday,Traffic
THEFT FROM MV UNDER $5000,1100 Block FORT ST,VICTORIA,BC,48.42300141,-123.3502219,14,Saturday,Theft from Vehicle
BYLAW-NOISE,400 Block SIMCOE ST,VICTORIA,BC,48.41593933,-123.3751689,1,Sunday,Other
THEFT-OTHER UNDER $5000,800 Block ESQUIMALT RD,VICTORIA,BC,48.43162432,-123.3979129,1,Wednesday,Theft
FALSE ALARMS,800 Block CARRIE ST,VICTORIA,BC,48.43811945,-123.3958009,12,Wednesday,Alarm
MISCHIEF $5000 OR UNDER,1400 Block GRANT ST,VICTORIA,BC,48.428568,-123.341679,13,Wednesday,Property Crime
WEAPONS-POSSESSION,800 Block ESQUIMALT RD,VICTORIA,BC,48.43162432,-123.3979129,13,Wednesday,Weapons Offense
ASSAULT-W/WEAPON OR CBH,500 Block DAVID ST,VICTORIA,BC,48.43788107,-123.3730061,14,Wednesday,Assault with Deadly Weapon
MISCHIEF $5000 OR UNDER,VIEW ST & VANCOUVER ST,VICTORIA,BC,48.42450831,-123.3567487,16,Wednesday,Property Crime
DRIVING COMPLAINTS,900 Block MCNAUGHTON AVE,VICTORIA,BC,48.44453364,-123.4003068,16,Wednesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,VANCOUVER ST & VIEW ST,VICTORIA,BC,48.42450831,-123.3567487,17,Wednesday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1900 Block FERNWOOD RD,VICTORIA,BC,48.42970056,-123.3451237,18,Wednesday,Other
LIQUOR-INTOX IN PUBLIC PLACE,1100 Block PEMBROKE ST,VICTORIA,BC,48.43181903,-123.3512122,19,Wednesday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,400 Block MICHIGAN ST,VICTORIA,BC,48.41765511,-123.374534,19,Wednesday,Other
THEFT FROM MV UNDER $5000,900 Block ESQUIMALT RD,VICTORIA,BC,48.4287207,-123.4316924,8,Thursday,Theft from Vehicle
SUSPICIOUS PERS/VEH/OCCURRENCE,1600 Block COOK ST,VICTORIA,BC,48.4282559,-123.3534026,20,Wednesday,Other
THEFT-OTHER UNDER $5000,1200 Block FORT ST,VICTORIA,BC,48.4229706,-123.3495365,19,Wednesday,Theft
MISCHIEF $5000 OR UNDER,3000 Block JACKSON ST,VICTORIA,BC,48.4444688,-123.3577736,15,Wednesday,Property Crime
BREAK & ENTER-RESIDENCE,500 Block GRAFTON ST,VICTORIA,BC,48.4290114,-123.4231169,13,Wednesday,Breaking & Entering
COLLISION-NON-FATAL INJURY,ROBERT ST & ESQUIMALT RD,VICTORIA,BC,48.4305702,-123.3888065,12,Wednesday,Traffic
TRAFFIC-INSURANCE VIOLATION,700 Block JOHNSON ST,VICTORIA,BC,48.42711899,-123.3641588,21,Wednesday,Traffic
COLLISION-DAMAGE OVER $1000,FERNWOOD RD & JOHNSON ST,VICTORIA,BC,48.42544427,-123.3454976,12,Tuesday,Traffic
THEFT FROM MV UNDER $5000,SONGHEES RD,VICTORIA,BC,48.4270908,-123.3770869,12,Tuesday,Theft from Vehicle
COLLISION-DAMAGE UNDER $1000,BELLEVILLE ST & GOVERNMENT ST,VICTORIA,BC,48.420668,-123.3688767,8,Wednesday,Traffic
MISCHIEF $5000 OR UNDER,200 Block GORGE RD E,VICTORIA,BC,48.4431741,-123.3833951,20,Tuesday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.4244596,-123.3654238,11,Sunday,Theft
CYCLIST,1000 Block PANDORA AVE,VICTORIA,BC,48.42728554,-123.355649,17,Monday,Vehicle Stop
SUSPICIOUS PERS/VEH/OCCURRENCE,3000 Block BLANSHARD ST,VICTORIA,BC,48.44418867,-123.3659067,23,Monday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,QUADRA ST & PANDORA AVE,VICTORIA,BC,48.42749571,-123.3590105,16,Monday,Other
MISCHIEF $5000 OR UNDER,1000 Block SOUTHGATE ST,VICTORIA,BC,48.4166713,-123.3594601,16,Monday,Property Crime
TRAFFIC-OTHER MOVING PROV,BLANSHARD ST & CALEDONIA AVE,VICTORIA,BC,48.43096705,-123.3615154,6,Tuesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block NORTH PARK ST,VICTORIA,BC,48.42991932,-123.3592799,1,Monday,Other
THEFT-OTHER UNDER $5000,2300 Block GOVERNMENT ST,VICTORIA,BC,48.434378,-123.367674,16,Monday,Theft
ROBBERY-OTHER,YATES ST & DOUGLAS ST,VICTORIA,BC,48.4263296,-123.364943,22,Tuesday,Robbery
THEFT-OTHER UNDER $5000,700 Block PANDORA AVE,VICTORIA,BC,48.42798018,-123.3639759,12,Sunday,Theft
CAUSE A DISTURBANCE,100 Block GORGE RD E,VICTORIA,BC,48.4434604,-123.3861793,0,Tuesday,Disorder
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504412,-123.3652189,16,Friday,Theft
