incident_type_primary,city,state,hour_of_day,day_of_week,parent_incident_type,month_of_year,day_of_month,year
215 DRUG,VICTORIA,BC,14,4,13,7,12,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,21,4,13,7,12,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,22,6,13,12,19,2015
215ALCOH IRP WARN-3DAY,VICTORIA,BC,2,5,13,7,13,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,5,13,7,13,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,4,5,13,7,13,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,10,5,13,7,13,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,19,5,13,7,13,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,9,6,13,7,14,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,3,6,13,7,14,2012
215 ALCOH-24HR,VICTORIA,BC,20,6,13,7,14,2012
215 DRUG,VICTORIA,BC,21,6,13,7,14,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,0,13,7,15,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,16,1,13,7,16,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,19,1,13,7,16,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,3,1,13,7,16,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,12,1,13,7,16,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,7,5,13,10,14,2016
TRAFFIC-OTHER MUNICIPAL,VICTORIA,BC,23,1,13,7,16,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,12,2,13,7,17,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,2,2,13,7,17,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,15,2,13,7,17,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,14,3,13,7,18,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,0,3,13,7,18,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,9,3,13,7,18,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,3,2,13,7,10,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,13,4,13,7,19,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,0,4,13,7,19,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,11,4,13,7,19,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,17,4,13,7,19,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,3,4,13,7,19,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,19,4,13,7,19,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,7,4,13,7,19,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,18,4,13,7,19,2012
215 ALCOH-24HR,VICTORIA,BC,20,4,13,7,19,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,22,4,13,7,19,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,4,5,13,7,20,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,11,5,13,7,20,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,8,5,13,7,20,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,0,6,13,7,21,2012
TRAFFIC-OTHER MUNICIPAL,VICTORIA,BC,14,6,13,7,21,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,22,6,13,7,21,2012
215ALCOH IRP WARN-30DAY,VICTORIA,BC,3,0,13,7,22,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,3,0,13,7,22,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,9,0,13,7,22,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,0,13,7,22,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,5,5,13,7,20,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,0,1,13,7,23,2012
215 DRUG,VICTORIA,BC,20,1,13,7,23,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,16,1,13,7,23,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,21,1,13,7,23,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,19,2,13,7,24,2012
215 ALCOH-24HR,VICTORIA,BC,1,2,13,7,24,2012
215 ALCOH-24HR,VICTORIA,BC,17,2,13,7,24,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,21,2,13,7,24,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,20,3,13,7,25,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,17,3,13,7,25,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,13,3,13,7,25,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,15,3,13,7,25,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,7,4,13,7,26,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,3,4,13,7,26,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,15,4,13,7,26,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,14,4,13,7,26,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,14,4,13,7,26,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,15,4,13,7,26,2012
215 ALCOH-24HR,VICTORIA,BC,21,5,13,7,27,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,12,5,13,7,27,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,18,5,13,10,14,2016
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,13,5,13,7,27,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,18,5,13,7,27,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,4,1,13,7,23,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,18,6,13,7,28,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,20,6,13,7,28,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,0,6,13,7,28,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,3,6,13,7,28,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,6,13,7,28,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,7,6,13,7,28,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,15,6,13,7,28,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,1,6,13,7,28,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,19,6,13,7,28,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,3,6,13,7,28,2012
215 ALCOH-24HR,VICTORIA,BC,1,0,13,7,29,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,1,0,13,7,29,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,6,13,7,28,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,3,0,13,7,29,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,20,0,13,7,29,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,19,0,13,7,29,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,0,13,7,29,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,0,13,7,29,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,2,0,13,7,29,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,1,0,13,7,29,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,0,1,13,7,30,2012
TRAFFIC-OTHER MUNICIPAL,VICTORIA,BC,15,1,13,7,30,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,15,1,13,7,30,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,13,1,13,7,30,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,22,0,13,7,29,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,23,0,13,7,29,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,23,0,13,7,29,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,14,1,13,7,30,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,12,3,13,7,25,2012
TRAFFIC-OTHER MUNICIPAL,VICTORIA,BC,12,1,13,7,30,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,8,2,13,7,31,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,0,2,13,7,31,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,18,2,13,7,31,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,2,13,7,31,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,2,13,7,31,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,18,0,13,10,16,2016
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,9,3,13,8,1,2012
TRAFFIC-OTHER FEDERAL,VICTORIA,BC,17,3,13,8,1,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,9,3,13,8,1,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,14,3,13,8,1,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,12,3,13,8,1,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,22,3,13,8,1,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,9,2,13,7,31,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,14,4,13,8,2,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,9,4,13,8,2,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,17,2,13,7,31,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,21,4,13,8,2,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,2,5,13,8,3,2012
215 ALCOH-24HR,VICTORIA,BC,2,5,13,8,3,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,23,5,13,8,3,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,13,6,13,8,4,2012
215 DRUG,VICTORIA,BC,17,6,13,8,4,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,22,0,13,8,5,2012
215 ALCOH-24HR,VICTORIA,BC,5,0,13,8,5,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,17,6,13,8,4,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,1,13,8,6,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,18,1,13,8,6,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,3,2,13,8,7,2012
215 ALCOH-24HR,VICTORIA,BC,2,2,13,8,7,2012
215 ALCOH-24HR,VICTORIA,BC,2,2,13,8,7,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,2,13,8,7,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,2,13,8,7,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,3,13,8,8,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,3,13,8,8,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,1,3,13,8,8,2012
215 ALCOH-24HR,VICTORIA,BC,0,4,13,8,9,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,16,4,13,8,9,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,8,4,13,8,9,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,15,4,13,8,9,2012
215 DRUG,VICTORIA,BC,2,4,13,8,9,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,2,4,13,8,9,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,13,5,13,8,10,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,17,5,13,8,10,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,19,5,13,8,10,2012
TRAFFIC-OTHER MUNICIPAL,VICTORIA,BC,13,5,13,8,10,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,13,5,13,8,10,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,20,6,13,8,11,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,9,5,13,10,14,2016
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,17,4,13,8,2,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,18,1,13,8,13,2012
215 ALCOH-24HR,VICTORIA,BC,3,1,13,8,13,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,14,5,13,8,10,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,2,13,8,14,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,1,3,13,8,15,2012
215 ALCOH-24HR,VICTORIA,BC,18,4,13,8,16,2012
215 DRUG,VICTORIA,BC,15,5,13,8,17,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,2,5,13,8,17,2012
215 ALCOH-24HR,VICTORIA,BC,2,5,13,8,17,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,10,5,13,8,17,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,1,6,13,8,18,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,19,1,13,10,17,2016
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,3,6,13,8,18,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,15,1,13,10,17,2016
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,20,6,13,8,18,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,17,6,13,8,18,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,21,6,13,8,18,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,3,0,13,8,19,2012
215ALCOH IRP WARN-30DAY,VICTORIA,BC,4,0,13,8,19,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,0,13,8,19,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,2,0,13,8,19,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,1,0,13,8,19,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,12,1,13,8,20,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,15,1,13,8,20,2012
215 ALCOH-24HR,VICTORIA,BC,2,2,13,8,21,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,9,2,13,8,21,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,16,2,13,8,21,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,15,3,13,8,22,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,11,3,13,8,22,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,18,3,13,8,22,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,13,3,13,8,22,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,23,3,13,8,22,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,3,4,13,8,23,2012
TRAFFIC-OTHER FEDERAL,VICTORIA,BC,15,4,13,8,23,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,12,4,13,8,23,2012
TRAFFIC-OTHER MUNICIPAL,VICTORIA,BC,11,4,13,8,23,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,22,2,13,8,21,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,14,4,13,8,23,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,16,5,13,8,24,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,21,5,13,8,24,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,12,5,13,8,24,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,5,13,8,24,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,5,13,8,24,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,23,5,13,8,24,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,15,6,13,8,25,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,14,4,13,8,23,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,14,6,13,8,25,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,22,6,13,8,25,2012
TRAFFIC-OTHER MUNICIPAL,VICTORIA,BC,17,2,13,8,7,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,4,0,13,8,26,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,13,0,13,8,26,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,0,0,13,8,26,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,10,1,13,8,27,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,19,1,13,8,27,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,8,1,13,8,27,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,17,1,13,8,27,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,11,2,13,8,28,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,9,2,13,8,28,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,21,1,13,8,27,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,12,2,13,8,28,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,11,2,13,8,28,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,22,2,13,8,28,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,8,3,13,8,29,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,16,3,13,8,29,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,11,3,13,8,29,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,14,3,13,8,29,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,1,4,13,8,30,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,7,4,13,8,30,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,4,13,8,30,2012
TRAFFIC-OTHER MUNICIPAL,VICTORIA,BC,11,4,13,8,30,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,1,5,13,8,31,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,9,3,13,8,29,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,12,5,13,8,31,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,20,2,13,9,27,2016
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,22,2,13,8,28,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,5,13,8,31,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,10,5,13,8,31,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,10,5,13,8,31,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,14,6,13,9,1,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,3,6,13,9,1,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,6,13,9,1,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,17,6,13,9,1,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,6,13,9,1,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,19,6,13,9,1,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,23,6,13,9,1,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,0,13,9,2,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,0,13,9,2,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,1,0,13,9,2,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,1,0,13,9,2,2012
TRAFFIC-OTHER MUNICIPAL,VICTORIA,BC,17,0,13,9,2,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,11,4,13,8,30,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,12,1,13,9,3,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,4,1,13,9,3,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,12,1,13,9,3,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,9,1,13,9,3,2012
215 ALCOH-24HR,VICTORIA,BC,3,1,13,9,3,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,15,1,13,9,3,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,23,1,13,8,27,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,14,2,13,9,4,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,13,2,13,9,27,2016
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,4,2,13,9,4,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,5,2,13,9,4,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,22,1,13,9,3,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,19,2,13,9,4,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,10,3,13,8,29,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,15,3,13,9,5,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,11,3,13,9,5,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,12,3,13,9,5,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,16,3,13,9,5,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,10,3,13,9,5,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,12,4,13,9,6,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,7,4,13,9,6,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,18,4,13,9,6,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,8,5,13,9,7,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,16,5,13,9,7,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,4,5,13,9,7,2012
215 ALCOH-24HR,VICTORIA,BC,0,5,13,9,7,2012
215 DRUG,VICTORIA,BC,1,6,13,9,8,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,0,6,13,9,8,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,0,6,13,9,8,2012
215 DRUG,VICTORIA,BC,0,6,13,9,8,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,0,6,13,9,8,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,3,6,13,9,8,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,10,5,13,9,7,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,4,6,13,9,8,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,15,6,13,9,8,2012
TRAFFIC-OTHER MUNICIPAL,VICTORIA,BC,15,6,13,9,8,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,2,6,13,9,8,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,2,6,13,9,8,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,0,6,13,9,8,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,22,6,13,9,8,2012
215 ALCOH-24HR,VICTORIA,BC,17,0,13,9,9,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,23,0,13,9,9,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,13,2,13,9,27,2016
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,14,1,13,9,10,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,15,1,13,9,10,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,1,2,13,9,11,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,14,2,13,9,11,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,2,13,9,11,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,18,2,13,9,11,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,17,3,13,9,12,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,16,3,13,9,12,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,11,3,13,9,12,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,18,3,13,9,12,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,5,4,13,9,13,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,14,4,13,9,13,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,0,4,13,9,13,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,22,5,13,9,14,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,5,13,9,14,2012
215 DRUG,VICTORIA,BC,12,5,13,9,14,2012
215 ALCOH-24HR,VICTORIA,BC,1,5,13,9,14,2012
TRAFFIC-OTHER MUNICIPAL,VICTORIA,BC,14,6,13,9,15,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,15,6,13,9,15,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,6,6,13,9,15,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,6,13,9,15,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,16,0,13,9,16,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,2,0,13,9,16,2012
215 DRUG,VICTORIA,BC,20,0,13,9,16,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,9,0,13,9,16,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,13,0,13,9,16,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,0,0,13,9,16,2012
215ALCOH IRP WARN-7DAY,VICTORIA,BC,19,0,13,9,16,2012
215 ALCOH-24HR,VICTORIA,BC,2,0,13,9,16,2012
TRAFFIC-OTHER MOVING PROV,VICTORIA,BC,17,0,13,9,16,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,3,0,13,9,16,2012
IMPAIRED OP MOTOR VEH (ALCOH),VICTORIA,BC,3,0,13,9,16,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,17,0,13,9,16,2012
TRAFFIC-OTHER NON-MOVE PROV,VICTORIA,BC,16,1,13,9,17,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,15,1,13,9,17,2012
215ALCOH IRP WARN-3DAY,VICTORIA,BC,3,1,13,9,17,2012
215 DRUG,VICTORIA,BC,18,2,13,9,18,2012
TRAFFIC-INSURANCE VIOLATION,VICTORIA,BC,11,3,13,9,19,2012
